"tit_projeto" "descricao" "autor_situacao"
"35" "PROC. 00168/19 - PLE 004/19" "ALTERA O INC. VIII DO CAPUT E O INC. II DO § 2º DO ART. 9º; OS INCS. IV, V, VI E VII DO CAPUT DO ART. 13; OS INCS. II, III E IV DO CAPUT DO ART. 15; O § 2º DO ART. 17; O § 2º DO ART. 21; O CAPUT DO ART. 24; O CAPUT DO ART. 25; O CAPUT E OS §§ 1º, 2º, 4º, 6º E 7º DO ART. 26; O CAPUT DO ART. 29 E OS ANEXOS I, II, III, IV E V; E INCLUI O ART. 16-A;..." "Autor
GOVERNO MUNICIPAL
Situação
ORDEM DO DIA"
"36" "PROC. 00167/19 - PLE 003/19" "AUTORIZA A CONTRATACAO POR PRAZO DETERMINADO, PARA ATENDER NECESSIDADE TEMPORARIA DE EXCEPCIONAL INTERESSE PUBLICO, DE RECURSOS HUMANOS PARA A SECRETARIA MUNICIPAL DE SAUDE (SMS) DURANTE A OPERACAO INVERNO." "Autor
GOVERNO MUNICIPAL
Situação
ORDEM DO DIA"
"37" "PROC. 00048/19 - PLE 002/19" "dispõe sobre a autorização para prestação de serviços farmacêuticos pelas farmácias de qualquer natureza." "Autor
Governo Municipal
Situação
COM REDACAO FINAL"
"38" "PROC. 00028/19 - PLE 001/19" "declara de Utilidade Pública o Instituto Brasileiro de Amparo ao Excepcional (IBRAMEX)." "Autor
Governo Municipal
Situação
1ª SESSAO DE PAUTA"
"39" "PROC. 01371/18 - PLE 020/18" "INSTITUI O PROGRAMA DE RESIDENCIA EM MEDICINA DE FAMILIA E COMUNIDADE E O PROGRAMA DE RESIDENCIA MULTIPROFISSIONAL EM ATENCAO PRIMARIA A SAUDE DO MUNICIPIO NA REDE DO SISTEMA UNICO DE SAUDE (SUS) DO MUNICIPIO DE PORTO ALEGRE." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"40" "PROC. 01368/18 - PLE 019/18" "CRIA E EXTINGUE CARGOS EM COMISSAO E FUNCOES GRATIFICADAS ALTERANDO A LETRA C DO ANEXO I DA LEI Nº 6.309, DE 28 DE DEZEMBRO DE 1988." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"41" "PROC. 01367/18 - PLE 018/18" "ALTERA OS INCS. I A XV DO ART. 1° E ART. 2º DA LEI Nº 11.404, DE 27 DE DEZEMBRO DE 2012, QUE ATRIBUI VERBA DE REPRESENTACAO AOS TITULARES DOS CARGOS EM COMISSAO OU FUNCOES GRATIFICADAS QUE MENCIONA." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"42" "PROC. 01366/18 - PLE 017/18" "AUTORIZA O DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS (DMAE) A ATUAR NA MANUTENCAO, CONSERVACAO, CONTRATACAO E EXECUCAO DE OBRAS E SERVICOS, EXPANSAO, DESENVOLVIMENTO E OPERACAO DO SISTEMA DE ESGOTOS PLUVIAIS DO MUNICIPIO DE PORTO ALEGRE, CRIA E EXTINGUE CARGOS EM COMISSAO E FUNCOES GRATIFICADAS, AUTORIZA O DMAE A FIRMAR CONVENIOS, A UTILIZAR..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"43" "PROC. 01361/18 - PLE 016/18" "AUTORIZA O EXECUTIVO MUNICIPAL A CONTRATAR OPERACAO DE CREDITO JUNTO A UNIAO, POR MEIO DA CAIXA ECONOMICA FEDERAL (CAIXA) E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"44" "PROC. 01351/18 - PLE 015/18" "AUTORIZA O EXECUTIVO MUNICIPAL A INDENIZAR SERVIDORES PUBLICOS MUNICIPAIS ATIVOS E INATIVOS, VINCULADOS A ESTATUTOS PROPRIOS, PENSIONISTAS E AGENTES POLITICOSDO MUNICIPIO DE PORTO ALEGRE EM CASO DE NAO PAGAMENTO DA OBRIGACAO PECUNIARIA RELATIVA A GRATIFICACAO NATALINA (13º SALARIO) DE 2018 ATE A DATA ESTABELECIDA NO § 4º DO ART. 98 DA LEI..." "Autor
Governo Municipal
Situação
ARQUIVADO"
"45" "PROC. 01342/18 - PLE 014/18" "INSTITUI O PROGRAMA FAMILIA ACOLHEDORA NO MUNICIPIO DE PORTO ALEGRE." "Autor
GOVERNO MUNICIPAL
Situação
PARA CONFERENCIA DA LEI / RESOLUCAO"
"46" "PROC. 01339/18 - PLE 013/18" "AUTORIZA A ADOCAO DE EQUIPAMENTOS PUBLICOS E DE VERDES COMPLEMENTARES POR PESSOAS FISICAS E JURIDICAS, E REVOGA A LEI COMPLEMENTAR Nº 618, DE 10 DE JUNHO DE 2009." "Autor
GOVERNO MUNICIPAL
Situação
AGUARDANDO SANCAO"
"47" "PROC. 01335/18 - PLE 012/18" "AUTORIZA A CONTRATACAO, POR PRAZO DETERMINADO, PARA ATENDER NECESSIDADE TEMPORARIA DE EXCEPCIONAL INTERESSE PUBLICO, DE PROFESSORES PARA A SECRETARIA MUNICIPAL DE EDUCACAO (SMED)." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"48" "PROC. 01330/18 - PLE 011/18" "AUTORIZA O PODER EXECUTIVO A CONCEDER OS SERVICOS DE OPERACAO, ADMINISTRACAO, CONSERVACAO, MANUTENCAO, IMPLANTACAO, REFORMA, AMPLIACAO OU MELHORAMENTO, BEM COMO O USO, DE PRACAS E PARQUES URBANOS." "Autor
GOVERNO MUNICIPAL
Situação
ORDEM DO DIA
Veto
VETO PARCIAL EM APRECIACAO"
"49" "PROC. 01302/18 - PLE 010/18" "ESTIMA A RECEITA E FIXA A DESPESA DO MUNICIPIO DE PORTO ALEGRE PARA O EXERCICIO ECONOMICO-FINANCEIRO DE 2019." "Autor
GOVERNO MUNICIPAL
Situação
EM TRAMITACAO"
"50" "PROC. 01252/18 - PLE 009/18" "DISPOE SOBRE AS DIRETRIZES ORCAMENTARIAS PARA O EXERCICIO DE 2019." "Autor
Governo Municipal
Situação
ARQUIVADO"
"51" "PROC. 01110/18 - PLE 008/18" "INCLUI O ART. 2º-A A LEI Nº 1.651, DE 9 DE OUTUBRO DE 1956 - QUE DISPOE SOBRE DOACAO REALIZADA AO SPORT CLUB INTERNACIONAL, DE PORTO ALEGRE, PARA CONSTRUCAO DE UMA PRACA DE ESPORTES - AUTORIZANDO A REALIZACAO DE EMPREENDIMENTO IMOBILIARIO." "Autor
GOVERNO MUNICIPAL
Situação
PARA PARECER"
"52" "PROC. 01038/18 - PLE 007/18" "DISPOE SOBREA PROTECAO DO PATRIMONIO CULTURAL DE BENS IMOVEIS DO MUNICIPIO DE PORTO ALEGRE POR MEIO DO INVENTARIO." "Autor
GOVERNO MUNICIPAL
Situação
ORDEM DO DIA
Veto
VETO PARCIAL EM APRECIACAO"
"53" "PROC. 01033/18 - PLE 006/18" "ALTERA O ANEXO DA LEI Nº 11.395, DE 27 DE DEZEMBRO DE 2012 - QUE AUTORIZA O EXECUTIVO MUNICIPAL A CONTRATAR, COM INSTITUICOES BANCARIAS, MANTIDAS PELO GOVERNO FEDERAL - CAIXA ECONOMICA FEDERAL (CEF) OU BANCO DO BRASIL (BB) - COM RECURSOS TRANSFERIDOS PELO BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL (BNDES), OPERACOES DE CREDITO ATE O..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"54" "PROC. 00718/18 - PLE 005/18" "DISPOE SOBRE O RECONHECIMENTO DE DIVIDAS CONSOLIDADAS REFERENTES AS DESPESAS DE EXERCICIOS ANTERIORES." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"55" "PROC. 00608/18 - PLE 004/18" "dispõe sobre a contabilização do serviço extraordinário realizado no “Dia D”." "Autor
Governo Municipal
Situação
ARQUIVADO"
"56" "PROC. 00590/18 - PLE 003/18" "ALTERA A LEI Nº 9875, DE 8 DE DEZEMBRODE 2005, QUE DISPOE SOBRE O PROGRAMA MUNICIPAL DE PARCERIAS PUBLICO-PRIVADAS, CRIA O COMITE GESTOR DE PARCERIAS PUBLICO-PRIVADAS DO MUNICIPIO DE PORTO ALEGRE (CGPPP/POA) E AUTORIZA O PODER EXECUTIVO A INSTITUIR FUNDO DE GARANTIA DE PARCERIA PUBLICO-PRIVADA MUNICIPAL (FGPPPM)." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"57" "PROC. 00589/18 - PLE 002/18" "INSTITUI O CADASTRO INFORMATIVO DE CREDITOS NAO QUITADOS DO MUNICIPIO DE PORTO ALEGRE (CADIN/POA)." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"58" "PROC. 00575/18 - PLE 001/18" "autoriza a contratação por prazo determinado, para atender necessidade temporária de excepcional interesse público, de recursos humanos para a Secretaria Municipal de Saúde durante a Operação Inverno." "Autor
Governo Municipal
Situação
ARQUIVADO"
"59" "PROC. 03216/17 - PLE 027/17" "AUTORIZA O MUNICIPIO A RECEBER, EM DOACAO, 2 (DUAS) AREAS DE TERRAS DO ESTADO DO RIO GRANDE DO SUL, PARA FINS DE ASSENTAMENTO E REGULARIZACAO FUNDIARIA DA VILA LIBERDADE, SITUADAS NA ENTRADA DA CIDADE, BEM COMO DOA-LAS AO DEPARTAMENTO MUNICIPAL DE HABITACAO (DEMHAB), COM MAIS OUTRA LINDEIRA, QUE PODERA TRANSMITI-LAS, NO TODO OU EM PARTE AO FUNDO..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"60" "PROC. 03159/17 - PLE 026/17" "dispõe sobre valores relativos a gratificação natalina de 2017, e indenização decorrente do descumprimento da obrigação pecuniária." "Autor
Governo Municipal
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"61" "PROC. 03051/17 - PLE 025/17" "que autoriza a permissão de uso do Complexo do Porto Seco às entidades representativas das agremiações carnavalescas participantes do Carnaval de Porto Alegre, bem como autoriza o Poder Executivo a conceder a exploração do Complexo Cultural do Porto Seco para fins de implantação das estruturas permanentes do Carnaval." "Autor
Governo Municipal
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"62" "PROC. 02745/17 - PLE 024/17" "ESTIMA A RECEITA E FIXA A DESPESA DO MUNICIPIO DE PORTO ALEGRE PARA O EXERCICIO SOCIO ECONOMICO-FINANCEIRO DE 2018." "Autor
GOVERNO MUNICIPAL
Situação
EM TRAMITACAO
Veto
VETO PARCIAL (PARTE MANTIDO\PARTE REJEITADO)"
"63" "PROC. 02539/17 - PLE 023/17" "que dispõe sobre o reparcelamento de débitos do Município de Porto Alegre com Departamento Municipal de Previdência dos Servidores Públicos do Município de Porto Alegre (PREVIMPA)." "Autor
Governo Municipal
Situação
ARQUIVADO"
"64" "PROC. 02382/17 - PLE 022/17" "cria e extingue cargos de provimento efetivo na Administração Centralizada constantes da Lei nº 6.309, de 28 de dezembro de 1988, e alterações posteriores." "Autor
Governo Municipal
Situação
ARQUIVADO"
"65" "PROC. 02307/17 - PLE 021/17" "dispõe sobre as Diretrizes Orçamentárias para o exercício de 2018." "Autor
Governo Municipal
Situação
PARA CONFERENCIA DA LEI / RESOLUCAO
Veto
VETO PARCIAL MANTIDO"
"66" "PROC. 02284/17 - PLE 020/17" "autoriza a abertura de créditos especiais no Poder Executivo Municipal, no valor de R$ 5.402.975,00 (cinco milhões, quatrocentos e dois mil e novecentos e setenta e cinco reais)." "Autor
Governo Municipal
Situação
AGUARDANDO SANCAO"
"67" "PROC. 02273/17 - PLE 019/17" "autoriza o Executivo Municipal a desafetar e alienar, por meio de licitação pública, os próprios municipais que descreve." "Autor
Governo Municipal
Situação
AGUARDANDO SANCAO"
"68" "PROC. 02057/17 - PLE 018/17" "altera o art. 2º da Lei 11.466, de 29 de julho de 2013, que institui o monitoramento dos veículos integrantes da frota do transporte individual por táxi do município de Porto Alegre, altera o parágrafo único do art. 1º, o caput e os §§ 1º e 2º do art. 5º, o caput e o § 1º no art. 8º, o inc. XVIII do art. 23, § 3º do art. 27, o caput e o § 3º do..." "Autor
Governo Municipal
Situação
EM TRAMITACAO
Veto
VETO PARCIAL REJEITADO"
"69" "PROC. 02047/17 - PLE 017/17" "revoga a Lei Municipal nº 5.624, de 18 de setembro de 1985, que estabelece a isenção do pagamento de tarifas de Transporte Coletivo do Município de Porto Alegre para as pessoas de mais de 60 (sessenta) anos, fixando disposição transitória para os atuais beneficiários de referida isenção." "Autor
Governo Municipal
Situação
ARQUIVADO"
"70" "PROC. 02036/17 - PLE 016/17" "altera o caput do art. 21 da Lei nº 8.133, de 12 de janeiro de 1998; a ementa; o art. 1º; o caput do art. 2º; o caput, o parágrafo único, renumerando-o para § 1º, e seus incs. do art. 3º; o caput e o § 4º do art. 4º; o inc. II do caput e o inc. II do § 1º do art. 5º; o caput do art. 7º; o art. 8º; o caput do art. 9º; a al. d do inc. I e a al. d..." "Autor
Governo Municipal
Situação
ARQUIVADO
Veto
VETO PARCIAL (PARTE MANTIDO\PARTE REJEITADO)"
"71" "PROC. 02035/17 - PLE 015/17" "autoriza a alteração da tripulação do sistema de transporte coletivo e disciplina o pagamento da tarifa no horário compreendido entre 22 (vinte e duas) e 4 (quatro) horas, revogando o § 4º do art. 1º da Lei nº 7.958, de 8 de janeiro de 1997." "Autor
Governo Municipal
Situação
ORDEM DO DIA"
